id,timestamp,ip,temperature,humidity,light,timestamp_anio,timestamp_mes,timestamp_dia,timestamp_hora,timestamp_minuto,timestamp_segundo
4947,2025-09-30 22:16:57.683224,192.168.1.50,18.71,70.1,0,2025,9,30,22,16,57
3654,2025-10-17 06:40:13.683224,192.168.1.50,18.98,57.4,0,2025,10,17,6,40,13
362,2025-11-13 06:36:34.136186,192.168.1.50,14.84,40.3,0,2025,11,13,6,36,34
453,2025-11-13 17:12:14.136186,192.168.1.50,13.87,68.9,29301,2025,11,13,17,12,14
1094,2025-11-18 07:56:37.136186,192.168.1.50,9.24,50.0,0,2025,11,18,7,56,37
1040,2025-11-19 13:45:52.136186,192.168.1.50,22.88,39.2,5586,2025,11,19,13,45,52
907,2025-11-22 08:55:48.136186,192.168.1.50,9.97,92.6,3112,2025,11,22,8,55,48
1856,2025-11-26 10:23:06.683224,192.168.1.50,20.78,79.6,18882,2025,11,26,10,23,6
271,2025-11-30 07:49:23.136186,192.168.1.50,12.8,49.6,0,2025,11,30,7,49,23
3384,2025-12-01 08:12:27.683224,192.168.1.50,6.33,39.8,39400,2025,12,1,8,12,27
2180,2024-12-08 00:24:26.683224,192.168.1.50,9.65,60.8,0,2024,12,8,0,24,26
3722,2025-01-10 07:55:16.683224,192.168.1.50,1.41,95.3,0,2025,1,10,7,55,16
5286,2025-03-09 11:02:10.683224,192.168.1.50,18.51,78.3,54380,2025,3,9,11,2,10
2442,2025-03-14 23:11:16.683224,192.168.1.50,19.55,77.4,0,2025,3,14,23,11,16
5127,2025-03-28 16:07:47.683224,192.168.1.50,14.95,53.1,11884,2025,3,28,16,7,47
4735,2025-04-01 07:51:13.683224,192.168.1.50,10.04,63.6,0,2025,4,1,7,51,13
1749,2025-04-05 05:40:27.683224,192.168.1.50,5.94,61.7,0,2025,4,5,5,40,27
5480,2025-05-25 16:28:48.683224,192.168.1.50,19.22,60.4,29187,2025,5,25,16,28,48
3557,2025-06-10 02:50:00.683224,192.168.1.50,13.17,38.1,0,2025,6,10,2,50,0
5938,2025-06-13 02:17:07.683224,192.168.1.50,13.31,57.7,0,2025,6,13,2,17,7
1643,2025-06-15 18:55:50.683224,192.168.1.50,21.08,61.6,3872,2025,6,15,18,55,50
1562,2025-07-09 02:29:09.683224,192.168.1.50,20.24,50.7,0,2025,7,9,2,29,9
5522,2025-08-13 06:40:59.683224,192.168.1.50,14.24,67.7,0,2025,8,13,6,40,59
5977,2025-08-14 13:01:35.683224,192.168.1.50,26.75,45.2,31370,2025,8,14,13,1,35
4592,2025-08-19 10:47:41.683224,192.168.1.50,22.89,65.6,51650,2025,8,19,10,47,41
2119,2025-08-20 22:48:23.683224,192.168.1.50,14.39,38.3,0,2025,8,20,22,48,23
3012,2025-09-01 21:05:21.683224,192.168.1.50,19.93,43.8,63366,2025,9,1,21,5,21
1988,2025-09-25 07:32:54.683224,192.168.1.50,15.34,93.8,0,2025,9,25,7,32,54
3275,2025-10-04 23:22:57.683224,192.168.1.50,12.66,42.9,0,2025,10,4,23,22,57
5441,2025-10-18 18:17:18.683224,192.168.1.50,25.65,47.4,35599,2025,10,18,18,17,18
5949,2025-10-22 03:13:23.683224,192.168.1.50,8.29,77.0,0,2025,10,22,3,13,23
3315,2025-10-29 16:36:53.683224,192.168.1.50,22.95,58.1,61947,2025,10,29,16,36,53
1826,2025-11-12 14:03:47.683224,192.168.1.50,21.75,33.4,29329,2025,11,12,14,3,47
2287,2025-11-14 23:21:08.683224,192.168.1.50,7.04,65.1,0,2025,11,14,23,21,8
376,2025-11-16 06:25:23.136186,192.168.1.50,4.06,76.8,0,2025,11,16,6,25,23
3662,2025-11-20 19:20:53.683224,192.168.1.50,17.59,40.6,36952,2025,11,20,19,20,53
921,2025-11-25 18:55:36.136186,192.168.1.50,16.18,45.0,17110,2025,11,25,18,55,36
2062,2025-12-04 01:02:02.683224,192.168.1.50,-0.06,93.0,0,2025,12,4,1,2,2
3436,2025-01-07 10:00:59.683224,192.168.1.50,12.71,53.2,45874,2025,1,7,10,0,59
4826,2025-01-20 23:02:06.683224,192.168.1.50,5.37,38.6,0,2025,1,20,23,2,6
5232,2025-02-18 20:17:33.683224,192.168.1.50,15.29,34.0,26404,2025,2,18,20,17,33
4687,2025-02-20 23:20:48.683224,192.168.1.50,0.81,93.2,0,2025,2,20,23,20,48
5152,2025-03-31 02:28:38.683224,192.168.1.50,12.97,61.9,0,2025,3,31,2,28,38
1203,2025-05-28 09:33:24.683224,192.168.1.50,15.84,71.6,3879,2025,5,28,9,33,24
2652,2025-06-07 11:05:21.683224,192.168.1.50,31.69,32.9,16100,2025,6,7,11,5,21
1580,2025-06-26 04:14:55.683224,192.168.1.50,19.72,48.4,0,2025,6,26,4,14,55
1876,2025-06-30 23:38:14.683224,192.168.1.50,14.34,54.6,0,2025,6,30,23,38,14
2867,2025-07-22 07:13:05.683224,192.168.1.50,22.71,68.6,0,2025,7,22,7,13,5
3839,2025-08-16 16:49:35.683224,192.168.1.50,27.19,44.2,27761,2025,8,16,16,49,35
2040,2025-09-07 11:35:54.683224,192.168.1.50,23.5,65.2,40250,2025,9,7,11,35,54
4956,2025-10-08 06:36:43.683224,192.168.1.50,5.53,51.7,0,2025,10,8,6,36,43
5726,2025-10-09 08:35:13.683224,192.168.1.50,8.5,70.1,0,2025,10,9,8,35,13
2521,2025-10-21 05:11:11.683224,192.168.1.50,12.79,73.1,0,2025,10,21,5,11,11
36,2025-10-23 14:04:11.761313,10.207.51.79,24.0,39.0,2419,2025,10,23,14,4,11
91,2025-10-23 14:10:29.84635,10.207.51.79,24.0,39.0,2375,2025,10,23,14,10,29
1169,2025-10-29 17:50:07.683224,192.168.1.50,18.84,70.9,45792,2025,10,29,17,50,7
405,2025-11-05 13:57:49.136186,192.168.1.50,20.48,97.1,3699,2025,11,5,13,57,49
909,2025-11-16 17:46:17.136186,192.168.1.50,21.97,42.7,39556,2025,11,16,17,46,17
792,2025-11-20 08:04:29.136186,192.168.1.50,13.53,62.3,7859,2025,11,20,8,4,29
870,2025-11-21 21:54:23.136186,192.168.1.50,5.1,51.7,0,2025,11,21,21,54,23
1513,2025-11-24 08:49:48.683224,192.168.1.50,12.9,52.5,40984,2025,11,24,8,49,48
4933,2025-11-25 22:49:56.683224,192.168.1.50,13.78,35.2,0,2025,11,25,22,49,56
224,2025-11-30 05:41:45.136186,192.168.1.50,14.41,33.2,0,2025,11,30,5,41,45
739,2025-12-04 09:55:11.136186,192.168.1.50,13.9,41.3,50960,2025,12,4,9,55,11
3571,2024-12-25 14:00:05.683224,192.168.1.50,11.0,33.9,19152,2024,12,25,14,0,5
5414,2024-12-26 07:47:19.683224,192.168.1.50,-0.7,94.4,0,2024,12,26,7,47,19
2189,2024-12-28 16:05:12.683224,192.168.1.50,16.72,38.7,38202,2024,12,28,16,5,12
4966,2025-01-19 16:01:53.683224,192.168.1.50,13.82,34.8,27377,2025,1,19,16,1,53
2647,2025-01-25 20:11:00.683224,192.168.1.50,17.9,65.0,12438,2025,1,25,20,11,0
1725,2025-02-16 21:37:46.683224,192.168.1.50,4.53,44.9,0,2025,2,16,21,37,46
3339,2025-03-17 17:01:30.683224,192.168.1.50,24.88,54.1,3279,2025,3,17,17,1,30
2845,2025-04-01 02:08:07.683224,192.168.1.50,14.33,48.7,0,2025,4,1,2,8,7
2230,2025-04-02 17:59:16.683224,192.168.1.50,25.15,52.0,1243,2025,4,2,17,59,16
4549,2025-04-05 06:31:39.683224,192.168.1.50,15.26,61.8,0,2025,4,5,6,31,39
5516,2025-04-05 08:20:34.683224,192.168.1.50,8.42,63.1,0,2025,4,5,8,20,34
2196,2025-04-06 11:10:46.683224,192.168.1.50,23.13,56.8,15831,2025,4,6,11,10,46
5777,2025-05-16 17:45:55.683224,192.168.1.50,21.22,70.8,12748,2025,5,16,17,45,55
2555,2025-06-02 05:30:12.683224,192.168.1.50,23.03,34.6,0,2025,6,2,5,30,12
5890,2025-06-06 22:07:34.683224,192.168.1.50,25.43,42.2,0,2025,6,6,22,7,34
2907,2025-06-09 18:29:25.683224,192.168.1.50,21.86,41.1,40067,2025,6,9,18,29,25
5245,2025-06-17 20:13:25.683224,192.168.1.50,24.48,54.7,2178,2025,6,17,20,13,25
5814,2025-07-11 11:25:40.683224,192.168.1.50,31.95,63.0,59361,2025,7,11,11,25,40
4601,2025-07-12 11:22:49.683224,192.168.1.50,29.45,53.6,60339,2025,7,12,11,22,49
1221,2025-08-18 17:47:44.683224,192.168.1.50,29.89,69.7,27262,2025,8,18,17,47,44
2297,2025-09-18 09:33:49.683224,192.168.1.50,12.57,70.6,62434,2025,9,18,9,33,49
4398,2025-09-26 02:40:58.683224,192.168.1.50,6.19,95.9,0,2025,9,26,2,40,58
5809,2025-09-28 21:43:37.683224,192.168.1.50,15.7,79.7,18010,2025,9,28,21,43,37
1706,2025-10-04 18:04:10.683224,192.168.1.50,23.75,39.9,28285,2025,10,4,18,4,10
52,2025-10-23 14:05:47.732337,10.207.51.79,24.0,39.0,2438,2025,10,23,14,5,47
92,2025-10-23 14:10:35.61635,10.207.51.79,24.0,39.0,2388,2025,10,23,14,10,35
838,2025-11-08 22:52:42.136186,192.168.1.50,7.77,67.5,0,2025,11,8,22,52,42
558,2025-11-13 18:11:08.136186,192.168.1.50,24.7,71.6,21412,2025,11,13,18,11,8
466,2025-11-30 03:59:42.136186,192.168.1.50,14.76,57.2,0,2025,11,30,3,59,42
608,2025-11-30 22:12:46.136186,192.168.1.50,11.09,49.4,0,2025,11,30,22,12,46
5691,2025-12-01 06:55:08.683224,192.168.1.50,9.11,36.7,0,2025,12,1,6,55,8
954,2025-12-03 00:14:58.136186,192.168.1.50,14.55,76.5,0,2025,12,3,0,14,58
3648,2024-12-12 09:07:49.683224,192.168.1.50,6.22,68.6,54163,2024,12,12,9,7,49
2920,2024-12-16 20:13:07.683224,192.168.1.50,15.11,64.2,44028,2024,12,16,20,13,7
3942,2024-12-19 11:29:57.683224,192.168.1.50,7.09,50.3,6262,2024,12,19,11,29,57
2153,2025-01-08 20:17:49.683224,192.168.1.50,12.91,98.9,1675,2025,1,8,20,17,49
5961,2025-01-19 21:20:17.683224,192.168.1.50,12.22,35.1,0,2025,1,19,21,20,17
3564,2025-01-25 11:59:56.683224,192.168.1.50,8.96,69.1,12993,2025,1,25,11,59,56
2887,2025-02-18 00:29:15.683224,192.168.1.50,5.71,66.7,0,2025,2,18,0,29,15
2781,2025-03-02 02:44:37.683224,192.168.1.50,8.29,61.6,0,2025,3,2,2,44,37
4236,2025-03-24 10:05:07.683224,192.168.1.50,17.6,44.3,49585,2025,3,24,10,5,7
4576,2025-03-28 06:34:45.683224,192.168.1.50,15.29,78.0,0,2025,3,28,6,34,45
4650,2025-04-22 12:28:12.683224,192.168.1.50,16.88,67.6,46988,2025,4,22,12,28,12
2800,2025-06-05 10:50:24.683224,192.168.1.50,24.63,68.3,10689,2025,6,5,10,50,24
5181,2025-07-01 14:45:39.683224,192.168.1.50,18.12,44.9,5978,2025,7,1,14,45,39
2232,2025-07-31 10:24:59.683224,192.168.1.50,28.76,45.8,27633,2025,7,31,10,24,59
5878,2025-08-17 02:18:09.683224,192.168.1.50,15.34,59.1,0,2025,8,17,2,18,9
4982,2025-08-27 13:19:50.683224,192.168.1.50,26.58,45.4,52290,2025,8,27,13,19,50
5448,2025-08-29 14:50:40.683224,192.168.1.50,22.56,57.3,63163,2025,8,29,14,50,40
3157,2025-10-02 01:49:15.683224,192.168.1.50,18.57,76.6,0,2025,10,2,1,49,15
1485,2025-10-08 19:51:56.683224,192.168.1.50,18.26,93.0,4908,2025,10,8,19,51,56
46,2025-10-23 14:05:11.76842,10.207.51.79,24.0,38.0,2404,2025,10,23,14,5,11
807,2025-11-06 21:33:58.136186,192.168.1.50,3.54,36.4,0,2025,11,6,21,33,58
727,2025-11-07 06:12:03.136186,192.168.1.50,9.52,40.2,0,2025,11,7,6,12,3
756,2025-11-19 14:36:21.136186,192.168.1.50,20.75,76.6,58295,2025,11,19,14,36,21
474,2025-11-21 00:22:04.136186,192.168.1.50,10.15,46.1,0,2025,11,21,0,22,4
5134,2025-11-22 04:34:17.683224,192.168.1.50,16.86,63.6,0,2025,11,22,4,34,17
439,2025-11-22 10:47:19.136186,192.168.1.50,11.36,54.1,7672,2025,11,22,10,47,19
930,2025-11-22 13:34:19.136186,192.168.1.50,12.54,38.3,64805,2025,11,22,13,34,19
314,2025-11-27 12:58:39.136186,192.168.1.50,12.88,96.5,2173,2025,11,27,12,58,39
2275,2024-12-05 20:34:44.683224,192.168.1.50,18.99,49.2,27266,2024,12,5,20,34,44
4209,2025-01-14 19:40:38.683224,192.168.1.50,11.09,65.5,47392,2025,1,14,19,40,38
1289,2025-02-10 20:42:50.683224,192.168.1.50,10.23,68.8,2340,2025,2,10,20,42,50
4994,2025-02-12 12:19:57.683224,192.168.1.50,6.42,59.6,28910,2025,2,12,12,19,57
5525,2025-02-19 18:14:58.683224,192.168.1.50,5.06,59.6,35979,2025,2,19,18,14,58
5586,2025-02-22 03:59:34.683224,192.168.1.50,3.47,44.3,0,2025,2,22,3,59,34
5601,2025-02-25 07:22:07.683224,192.168.1.50,2.29,51.2,0,2025,2,25,7,22,7
4925,2025-03-09 15:53:31.683224,192.168.1.50,12.84,35.0,13484,2025,3,9,15,53,31
3639,2025-03-17 19:18:32.683224,192.168.1.50,14.27,61.0,39992,2025,3,17,19,18,32
5544,2025-03-30 10:12:16.683224,192.168.1.50,16.68,69.2,16655,2025,3,30,10,12,16
2544,2025-05-25 04:38:14.683224,192.168.1.50,14.39,40.6,0,2025,5,25,4,38,14
1871,2025-05-25 14:24:14.683224,192.168.1.50,23.88,32.3,46621,2025,5,25,14,24,14
5379,2025-06-05 08:14:46.683224,192.168.1.50,11.51,35.3,0,2025,6,5,8,14,46
4232,2025-06-16 07:43:56.683224,192.168.1.50,20.03,30.6,0,2025,6,16,7,43,56
3835,2025-07-09 23:23:25.683224,192.168.1.50,13.71,32.9,0,2025,7,9,23,23,25
2001,2025-07-10 20:03:50.683224,192.168.1.50,24.75,85.2,3656,2025,7,10,20,3,50
1584,2025-07-31 20:01:54.683224,192.168.1.50,25.54,56.0,40480,2025,7,31,20,1,54
2128,2025-08-01 03:04:03.683224,192.168.1.50,13.96,41.9,0,2025,8,1,3,4,3
5170,2025-08-09 10:49:27.683224,192.168.1.50,19.23,58.6,28925,2025,8,9,10,49,27
3528,2025-08-11 03:44:51.683224,192.168.1.50,17.0,69.9,0,2025,8,11,3,44,51
2420,2025-08-22 12:23:54.683224,192.168.1.50,31.08,44.2,1618,2025,8,22,12,23,54
5653,2025-08-25 11:50:15.683224,192.168.1.50,19.87,42.2,57707,2025,8,25,11,50,15
4965,2025-08-30 20:51:10.683224,192.168.1.50,22.58,53.1,38769,2025,8,30,20,51,10
2225,2025-10-09 07:14:40.683224,192.168.1.50,13.41,75.9,0,2025,10,9,7,14,40
76,2025-10-23 14:08:51.090444,10.207.51.79,24.0,38.0,2355,2025,10,23,14,8,51
680,2025-11-05 05:41:55.136186,192.168.1.50,3.38,40.2,0,2025,11,5,5,41,55
4602,2025-11-11 05:01:17.683224,192.168.1.50,9.75,73.6,0,2025,11,11,5,1,17
5893,2025-11-14 05:09:02.683224,192.168.1.50,15.07,47.7,0,2025,11,14,5,9,2
172,2025-11-16 23:42:01.136186,192.168.1.50,5.18,61.7,0,2025,11,16,23,42,1
120,2025-11-19 07:15:22.136186,192.168.1.50,8.82,44.1,0,2025,11,19,7,15,22
589,2025-11-19 12:09:00.136186,192.168.1.50,14.55,59.8,16779,2025,11,19,12,9,0
4182,2025-11-23 08:51:26.683224,192.168.1.50,21.34,69.3,56082,2025,11,23,8,51,26
5188,2025-11-24 07:34:43.683224,192.168.1.50,9.18,59.2,0,2025,11,24,7,34,43
1020,2025-11-26 10:13:25.136186,192.168.1.50,22.64,36.0,57744,2025,11,26,10,13,25
3121,2025-01-01 08:50:45.683224,192.168.1.50,8.11,42.5,40472,2025,1,1,8,50,45
5209,2025-01-08 09:51:53.683224,192.168.1.50,13.2,63.2,37777,2025,1,8,9,51,53
1816,2025-01-18 12:58:36.683224,192.168.1.50,7.18,62.8,63498,2025,1,18,12,58,36
1154,2025-01-18 23:17:29.683224,192.168.1.50,0.37,73.6,0,2025,1,18,23,17,29
3853,2025-02-01 08:34:32.683224,192.168.1.50,5.88,72.7,15463,2025,2,1,8,34,32
1621,2025-02-11 02:29:27.683224,192.168.1.50,4.59,88.3,0,2025,2,11,2,29,27
5539,2025-04-09 03:51:12.683224,192.168.1.50,19.57,42.0,0,2025,4,9,3,51,12
1591,2025-04-10 16:27:21.683224,192.168.1.50,18.87,55.5,34850,2025,4,10,16,27,21
2438,2025-04-13 19:00:39.683224,192.168.1.50,21.77,93.7,3080,2025,4,13,19,0,39
1989,2025-04-23 07:47:16.683224,192.168.1.50,10.23,52.8,0,2025,4,23,7,47,16
5234,2025-05-02 08:17:53.683224,192.168.1.50,16.51,47.2,0,2025,5,2,8,17,53
2200,2025-06-13 13:18:31.683224,192.168.1.50,23.33,66.1,54482,2025,6,13,13,18,31
2459,2025-07-03 03:10:47.683224,192.168.1.50,18.88,37.1,0,2025,7,3,3,10,47
1209,2025-07-03 13:55:09.683224,192.168.1.50,30.46,62.0,1333,2025,7,3,13,55,9
2000,2025-07-09 09:13:00.683224,192.168.1.50,31.53,40.9,31618,2025,7,9,9,13,0
4617,2025-07-22 09:52:10.683224,192.168.1.50,28.02,47.3,17362,2025,7,22,9,52,10
3123,2025-07-22 20:31:31.683224,192.168.1.50,29.92,88.5,3900,2025,7,22,20,31,31
4291,2025-08-02 04:10:05.683224,192.168.1.50,25.06,46.8,0,2025,8,2,4,10,5
4137,2025-08-08 01:44:58.683224,192.168.1.50,18.58,69.9,0,2025,8,8,1,44,58
1881,2025-08-24 06:14:00.683224,192.168.1.50,16.51,91.5,0,2025,8,24,6,14,0
3578,2025-09-28 03:58:29.683224,192.168.1.50,7.91,67.4,0,2025,9,28,3,58,29
5472,2025-10-10 00:42:33.683224,192.168.1.50,10.92,34.7,0,2025,10,10,0,42,33
2839,2025-10-16 13:28:49.683224,192.168.1.50,22.78,68.0,46650,2025,10,16,13,28,49
86,2025-10-23 14:10:00.62166,10.207.51.79,24.0,39.0,2371,2025,10,23,14,10,0
513,2025-11-11 15:05:25.136186,192.168.1.50,19.6,78.4,35249,2025,11,11,15,5,25
119,2025-11-14 04:45:43.136186,192.168.1.50,17.58,47.2,0,2025,11,14,4,45,43
176,2025-11-18 19:27:44.136186,192.168.1.50,15.16,60.8,8698,2025,11,18,19,27,44
712,2025-11-19 09:15:52.136186,192.168.1.50,10.62,61.3,39506,2025,11,19,9,15,52
965,2025-11-19 10:01:26.136186,192.168.1.50,22.0,75.9,25086,2025,11,19,10,1,26
5592,2025-11-24 07:59:50.683224,192.168.1.50,10.34,77.3,0,2025,11,24,7,59,50
3211,2025-11-25 03:07:55.683224,192.168.1.50,14.25,65.0,0,2025,11,25,3,7,55
136,2025-11-28 00:43:28.136186,192.168.1.50,2.28,99.2,0,2025,11,28,0,43,28
495,2025-11-30 12:13:59.136186,192.168.1.50,18.71,55.9,45518,2025,11,30,12,13,59
4806,2024-12-11 19:30:23.683224,192.168.1.50,19.24,44.2,20415,2024,12,11,19,30,23
3125,2025-01-03 01:06:00.683224,192.168.1.50,4.28,56.7,0,2025,1,3,1,6,0
3913,2025-02-03 18:47:36.683224,192.168.1.50,9.5,92.7,2720,2025,2,3,18,47,36
4985,2025-02-04 08:16:50.683224,192.168.1.50,18.12,35.4,14189,2025,2,4,8,16,50
5947,2025-02-15 11:41:04.683224,192.168.1.50,15.04,59.5,39479,2025,2,15,11,41,4
5674,2025-02-15 15:08:45.683224,192.168.1.50,7.82,56.8,23528,2025,2,15,15,8,45
5202,2025-02-18 08:00:23.683224,192.168.1.50,17.78,78.1,3542,2025,2,18,8,0,23
3583,2025-03-24 23:48:37.683224,192.168.1.50,8.39,47.6,0,2025,3,24,23,48,37
5104,2025-03-29 17:07:33.683224,192.168.1.50,18.53,55.0,58029,2025,3,29,17,7,33
4639,2025-04-07 03:55:48.683224,192.168.1.50,15.71,64.8,0,2025,4,7,3,55,48
4037,2025-04-08 09:23:28.683224,192.168.1.50,26.16,68.6,61668,2025,4,8,9,23,28
5528,2025-04-12 03:40:54.683224,192.168.1.50,10.34,37.9,0,2025,4,12,3,40,54
4914,2025-04-18 10:50:43.683224,192.168.1.50,22.91,90.6,2818,2025,4,18,10,50,43
3857,2025-04-20 15:15:16.683224,192.168.1.50,23.6,32.0,6168,2025,4,20,15,15,16
4475,2025-04-29 04:01:48.683224,192.168.1.50,18.41,34.8,0,2025,4,29,4,1,48
1851,2025-05-03 19:11:50.683224,192.168.1.50,12.78,52.8,6721,2025,5,3,19,11,50
1408,2025-05-10 14:35:35.683224,192.168.1.50,23.43,49.1,8621,2025,5,10,14,35,35
1713,2025-05-21 06:22:16.683224,192.168.1.50,6.38,64.8,0,2025,5,21,6,22,16
1975,2025-07-08 08:18:47.683224,192.168.1.50,18.93,95.0,0,2025,7,8,8,18,47
4725,2025-07-13 04:28:09.683224,192.168.1.50,20.66,37.1,0,2025,7,13,4,28,9
3816,2025-07-15 18:02:37.683224,192.168.1.50,29.18,69.4,46886,2025,7,15,18,2,37
4795,2025-09-09 16:09:27.683224,192.168.1.50,20.92,63.5,58467,2025,9,9,16,9,27
5804,2025-10-04 08:51:39.683224,192.168.1.50,12.35,71.1,0,2025,10,4,8,51,39
2874,2025-10-09 05:02:39.683224,192.168.1.50,17.72,48.6,0,2025,10,9,5,2,39
5011,2025-10-23 17:27:56.683224,192.168.1.50,14.33,91.9,1041,2025,10,23,17,27,56
4651,2025-10-30 07:23:58.683224,192.168.1.50,14.25,69.3,0,2025,10,30,7,23,58
582,2025-11-04 20:51:45.136186,192.168.1.50,18.17,31.0,36702,2025,11,4,20,51,45
302,2025-11-07 01:56:37.136186,192.168.1.50,12.75,67.5,0,2025,11,7,1,56,37
165,2025-11-11 23:47:13.136186,192.168.1.50,3.24,30.8,0,2025,11,11,23,47,13
527,2025-11-29 20:58:06.136186,192.168.1.50,17.29,54.6,34817,2025,11,29,20,58,6
5277,2024-12-13 19:44:33.683224,192.168.1.50,5.32,42.6,48679,2024,12,13,19,44,33
1376,2024-12-19 23:49:11.683224,192.168.1.50,11.36,57.8,0,2024,12,19,23,49,11
3613,2025-01-05 21:52:59.683224,192.168.1.50,0.2,71.2,0,2025,1,5,21,52,59
3488,2025-01-24 05:11:49.683224,192.168.1.50,2.51,55.0,0,2025,1,24,5,11,49
4893,2025-02-07 11:18:55.683224,192.168.1.50,10.99,54.0,25465,2025,2,7,11,18,55
3724,2025-03-08 18:31:27.683224,192.168.1.50,19.01,35.0,40758,2025,3,8,18,31,27
6010,2025-03-21 18:56:22.683224,192.168.1.50,14.39,52.4,18066,2025,3,21,18,56,22
2060,2025-04-04 01:59:02.683224,192.168.1.50,7.96,41.3,0,2025,4,4,1,59,2
5049,2025-04-08 06:16:50.683224,192.168.1.50,9.97,30.3,0,2025,4,8,6,16,50
4943,2025-04-20 02:23:48.683224,192.168.1.50,14.61,47.6,0,2025,4,20,2,23,48
3922,2025-04-21 07:57:46.683224,192.168.1.50,7.68,57.1,0,2025,4,21,7,57,46
5031,2025-05-26 20:47:34.683224,192.168.1.50,12.58,64.3,34774,2025,5,26,20,47,34
5612,2025-06-02 11:52:39.683224,192.168.1.50,20.55,62.9,13382,2025,6,2,11,52,39
5898,2025-06-18 07:08:24.683224,192.168.1.50,18.42,67.5,0,2025,6,18,7,8,24
2895,2025-06-20 01:31:45.683224,192.168.1.50,14.27,59.6,0,2025,6,20,1,31,45
5450,2025-06-27 23:03:03.683224,192.168.1.50,18.83,61.6,0,2025,6,27,23,3,3
1938,2025-08-05 20:44:11.683224,192.168.1.50,21.4,64.4,58767,2025,8,5,20,44,11
4955,2025-08-06 08:08:08.683224,192.168.1.50,12.4,34.7,0,2025,8,6,8,8,8
4897,2025-08-31 11:52:44.683224,192.168.1.50,30.89,53.7,41900,2025,8,31,11,52,44
5183,2025-10-10 16:08:54.683224,192.168.1.50,18.52,33.0,43959,2025,10,10,16,8,54
2201,2025-10-12 15:21:24.683224,192.168.1.50,13.38,63.8,52797,2025,10,12,15,21,24
3364,2025-10-13 01:07:38.683224,192.168.1.50,4.19,75.6,0,2025,10,13,1,7,38
2784,2025-10-24 01:43:38.683224,192.168.1.50,18.31,74.9,0,2025,10,24,1,43,38
4998,2025-10-25 00:46:16.683224,192.168.1.50,4.86,60.5,0,2025,10,25,0,46,16
2606,2025-10-31 20:35:03.683224,192.168.1.50,18.79,31.2,42312,2025,10,31,20,35,3
3774,2025-11-05 02:58:49.683224,192.168.1.50,17.41,58.7,0,2025,11,5,2,58,49
3929,2025-11-07 07:46:58.683224,192.168.1.50,16.42,44.9,0,2025,11,7,7,46,58
4118,2025-11-12 14:53:07.683224,192.168.1.50,21.98,68.5,52527,2025,11,12,14,53,7
4481,2025-11-15 12:17:54.683224,192.168.1.50,22.03,34.3,35015,2025,11,15,12,17,54
601,2025-11-15 18:41:00.136186,192.168.1.50,14.01,32.2,38368,2025,11,15,18,41,0
1753,2025-11-29 23:28:56.683224,192.168.1.50,11.13,46.0,0,2025,11,29,23,28,56
5562,2024-12-10 10:38:43.683224,192.168.1.50,9.79,31.5,27270,2024,12,10,10,38,43
2463,2025-01-19 18:21:40.683224,192.168.1.50,13.11,41.9,8327,2025,1,19,18,21,40
3140,2025-01-26 19:22:11.683224,192.168.1.50,17.04,45.0,14617,2025,1,26,19,22,11
3306,2025-01-26 21:16:37.683224,192.168.1.50,0.56,68.3,0,2025,1,26,21,16,37
5533,2025-02-11 03:53:48.683224,192.168.1.50,2.94,70.9,0,2025,2,11,3,53,48
2334,2025-02-23 10:10:32.683224,192.168.1.50,11.59,94.9,907,2025,2,23,10,10,32
4154,2025-02-24 02:31:34.683224,192.168.1.50,2.69,35.4,0,2025,2,24,2,31,34
1522,2025-03-14 03:29:03.683224,192.168.1.50,10.99,37.4,0,2025,3,14,3,29,3
1312,2025-03-14 06:34:47.683224,192.168.1.50,6.12,35.3,0,2025,3,14,6,34,47
4875,2025-04-01 03:00:53.683224,192.168.1.50,17.79,78.0,0,2025,4,1,3,0,53
5823,2025-04-08 04:44:00.683224,192.168.1.50,11.75,61.7,0,2025,4,8,4,44,0
4033,2025-04-14 09:00:22.683224,192.168.1.50,12.59,35.2,40404,2025,4,14,9,0,22
5739,2025-05-12 07:13:55.683224,192.168.1.50,6.66,70.4,0,2025,5,12,7,13,55
2039,2025-06-25 13:07:42.683224,192.168.1.50,24.31,69.7,12389,2025,6,25,13,7,42
5501,2025-09-22 05:35:12.683224,192.168.1.50,18.8,62.4,0,2025,9,22,5,35,12
2551,2025-10-09 14:19:55.683224,192.168.1.50,25.14,39.9,31583,2025,10,9,14,19,55
656,2025-11-05 07:23:32.136186,192.168.1.50,5.2,43.5,0,2025,11,5,7,23,32
460,2025-11-11 16:49:08.136186,192.168.1.50,14.95,41.2,63063,2025,11,11,16,49,8
1007,2025-11-13 18:14:26.136186,192.168.1.50,17.52,50.8,47961,2025,11,13,18,14,26
365,2025-11-14 22:01:46.136186,192.168.1.50,9.38,64.9,0,2025,11,14,22,1,46
180,2025-11-15 07:04:16.136186,192.168.1.50,15.73,70.5,0,2025,11,15,7,4,16
906,2025-11-22 17:52:57.136186,192.168.1.50,15.2,37.4,23795,2025,11,22,17,52,57
236,2025-11-23 09:30:41.136186,192.168.1.50,21.55,62.6,58264,2025,11,23,9,30,41
200,2025-11-23 20:00:24.136186,192.168.1.50,22.05,73.6,28073,2025,11,23,20,0,24
